GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,target
130.53676000000002,240.0,149.94118,179.11765,18.839148,0
118.53067,430.57446,328.40427,443.6383,33.219584999999995,0
92.3125,256.0,146.0,319.0,22.948639,0
149.22522,250.95238,148.95238,379.09525,27.953882,0
0.0,328.0,223.0,384.0,0.0,0
183.28125,328.0,223.0,384.0,7.0,0
114.46094,190.0,82.0,149.25,9.164938,0
160.89453,609.375,483.5,694.9375,27.834051,0
142.0228,279.27274,168.18182,407.5,18.011303,0
112.04808,252.46153,144.38461,375.69232,24.609135,0
120.80252,235.86667000000003,119.86667,269.4,16.71513,0
126.50509,188.32,79.9,242.2,12.66908,0
120.233955,311.53192,201.68085,433.34042,38.814297,0
100.71094,264.625,140.75,381.75,9.192388,0
123.82143,875.7143,727.5714,943.0,41.88712,0
87.671875,361.0,241.0,408.0,22.038319,0
111.61363,297.36365,200.81818,418.75757,30.864586,0
142.31985,322.2353,221.0,354.7647,37.51936,0
120.015625,857.5,710.5,928.0,28.044607,0
124.39583600000002,893.3333,746.3333,932.3333,57.43402,0
69.545456,710.0,579.0,731.0,0.0,0
120.8625,688.4,533.4,706.4,45.000443,0
121.0375,377.3,289.1,386.0,14.847222,0
96.388885,836.7778,675.1111,877.8889,51.103622,0
115.378944,819.9167,639.25,841.0,46.060574,0
112.25,686.0,528.3333,703.6667,43.774677,0
128.91965,323.7143,223.85715,353.0,10.47251,0
124.34349,239.24074,116.37037,441.53705,25.26456,0
113.73868,260.33334,149.66666999999995,354.33334,18.278706,0
123.97743,412.08334,304.8889,420.52777,45.893764,0
153.41406,356.5,231.5,359.0,26.129484,0
71.71875,346.0,217.0,376.0,31.5,0
183.28125,344.0,223.0,457.0,2.0,0
125.66771,236.6,133.325,372.55,20.147442,0
51.0,346.0,217.0,376.0,0.0,0
71.71875,309.0,223.0,425.0,13.5,0
88.40625,264.0,142.0,502.0,3.561952,0
147.60156,465.125,319.9375,513.1875,25.88549,0
127.046875,779.0,601.0,789.0,23.413404,0
121.140625,797.0,608.0,819.0,74.878235,0
154.15868,291.8095,178.14285,374.4762,17.247038,0
76.515625,326.0,228.0,357.5,17.078861,0
178.79688000000004,326.0,228.0,357.5,14.941553,0
114.10932,281.48572,170.65715,369.54285,19.75036,0
145.35,285.73334,185.46666,397.0889,26.044085,0
132.1871,282.2564,174.6923,419.66666,29.887363,0
127.79039,385.21277,287.14893,423.48935,34.22847,0
142.81755,213.88889,116.0,203.05556,10.434984,0
133.59113,238.48148,121.74074,637.5185,29.443396000000003,0
122.745476,267.67798,162.94916,438.40677,19.514856,0
148.60764,293.44446,204.11111,347.5,44.786186,0
127.5125,291.4,217.4,323.8,40.877377,0
102.229164,289.33334,179.55556,431.44446,19.612920000000006,0
110.17989,288.75,173.33333000000005,360.25,12.893528,0
149.55624,304.0,210.2,308.2,29.863188,0
129.22865,251.80487,150.70731999999995,257.14633,20.399899,0
147.5974,229.6,110.6,575.2,22.2623,0
100.6875,234.14285,113.28571,591.8571,27.655313,0
113.90774,288.0476,180.5238,409.66666,29.925304,0
123.965034,278.22223,186.55556,300.55554,23.613726,0
118.95082,266.21738,167.52174,505.91306,39.622368,0
137.69893000000002,262.0,154.82856999999996,445.62857,18.24585,0
143.92708000000005,400.83334,307.0,425.91666,43.200035,0
130.59322,200.13513,96.16216,307.0,24.56565,0
147.84659,260.68182,152.72728,479.54544,24.990082,0
138.84541000000002,186.23077,83.07692,390.30768,21.3439,0
130.95612,197.3,82.85,472.55,17.039585,0
133.80936,194.05714,87.11429,376.65714,19.913815,0
117.55879,203.60715,87.39286,429.0357,24.808907,0
150.10127,189.0,80.5,247.0,7.269113000000001,0
137.84781999999998,200.84616,85.53846,409.53845,26.213507,0
130.94055,218.11111,95.888885,538.2778,29.570015,0
117.97154,223.83871,95.935486,583.25806,29.409626,0
133.64285,214.33333,95.42857,355.90475,24.900984,0
133.1825,204.6,96.84,481.28,40.273582,0
114.01309,239.58333,114.25,748.9583,19.989407,0
127.34737,237.78572000000003,107.04762,709.2143,20.717857,0
106.33333600000002,229.27272,109.181816,610.2727,22.007511,0
143.97382,230.125,102.541664,707.5417,20.123922,0
140.95924,233.95,105.7,587.75,21.12173,0
113.37063,250.7037,132.25926,532.4074,26.082542,0
117.19931,215.01099,95.26373,676.5055,24.559376,0
120.3516,227.08511,109.53191,568.4681,26.415182,0
121.1535,237.88597,112.64035,783.7719,23.406588,0
105.74869,234.0,104.75,638.75,20.340845,0
137.06636,186.31708,85.95121999999998,357.68292,10.836297,0
125.78812,194.125,89.44643,380.98215,16.958372,0
114.84426,232.3913,114.95652,509.1087,13.053257,0
104.24172,222.1579,103.68421,511.89474,17.758303,0
119.63541399999998,208.33333,91.333336,480.33334,15.787653,0
110.53846,221.11111,97.55556,538.2222,31.248112,0
127.93989,219.26086,108.26087,444.82608,14.848447,0
137.16605,217.11765,97.32353,456.70587,24.368353,0
132.80469,245.25,115.125,690.125,25.332478,0
135.1914,228.125,104.625,542.0,25.329624,0
137.68811000000002,204.22223,89.53333,388.77777,22.01555,0
124.57422,207.9375,92.1875,421.1875,15.487394,0
118.17935,240.08696,110.69565,648.26086,22.08807,0
132.0613,227.51282,107.07692,455.1282,16.78655,0
130.68103,179.54546000000005,80.72726999999998,317.81818,15.992832,0
115.56875,224.3,104.4,526.1,21.334478,0
130.27957,190.02856,82.28571,445.97144,20.05413,0
128.36158999999998,211.52542000000003,96.76271,508.52542,23.210142,0
138.04861,248.0,111.55556,725.2222,26.228813,0
125.94517,227.79167,113.5625,476.04166,16.211653,0
138.72413999999998,215.72728,99.72727,473.27274000000006,20.349022,0
87.4375,212.0,96.0,538.0,16.132265,0
137.84293,220.75,102.75,407.5,12.342058,0
112.31003,224.7619,113.47619,471.4762,20.850075,0
136.27094,187.0,85.53846,340.15384,20.938908,0
127.2594,212.52307,98.69231,384.09232,21.404728,0
113.15354,217.875,99.125,452.0,13.068181,0
122.4875,231.6,107.8,569.4,11.976644,0
145.48592,215.88889,98.888885,499.33334,7.475061,0
135.09697,215.22,99.12,343.94,15.516817,0
133.59375,227.0,107.0,533.0,25.760616,0
113.94686000000002,196.61539,89.15385,480.15384000000006,28.798628000000004,0
87.3125,199.5,88.0,546.0,7.968689,0
126.45,209.73685,96.31579,583.1053,10.199669,0
136.77045,200.3,91.6,570.6,31.802359000000006,0
114.57466,243.96428,128.35715,466.32144000000005,19.619078,0
137.30571,237.86363,127.86363,419.77274000000006,24.769182,0
159.0875,229.9,125.0,358.3,9.656086,0
115.04808,223.65384,97.11539,623.5,27.037012,0
121.646645,220.0,106.62222,384.5778,14.658516,0
119.79915,211.0,96.933334,384.73334,22.320295,0
125.49001,240.34146,128.82927,435.7561,16.669228,0
139.91785,191.0,82.26087,395.47827,18.921886,0
124.9371,226.5,94.5,706.5,20.153164,0
135.68065,204.98148,96.51852,303.1666600000001,17.965635,0
132.75,227.5,97.0,631.0,21.36196,0
142.5081,234.68571,123.685715,447.22858,18.223688,0
127.45723999999998,187.10527,75.42105,384.21054,18.597054,0
118.673386,218.54839,96.90323,558.5484,16.014951999999994,0
132.81796,236.78847,139.86539,302.26923,20.213753,0
137.9537,238.5,148.28572,391.92856,12.436164,0
118.38945,255.88,144.52,536.8,21.542665,0
141.40158,230.75,115.875,517.375,25.143261,0
183.28125,222.5,111.0,457.0,4.0,0
119.22629,241.6579,128.6842,490.8158,20.93462,0
116.96528,187.83333,76.94444,362.94446,22.956211,0
98.30159,229.125,92.625,665.625,12.439227,0
134.82866,200.62791,86.860466,525.51166,27.050821000000006,0
120.792595,286.19608,192.78432,437.37256,31.081593,0
131.67308,229.3077,109.71795,458.66666,23.42821,0
138.93636999999998,214.14285,98.71429,394.85715,12.645883,0
117.42613,246.81818,162.81818,327.81818,29.014387,0
112.15278,258.55554,145.33333000000005,578.5555400000002,31.544453000000004,0
125.96004,254.88733,147.26761000000005,418.0,19.645924,0
130.36417,179.625,76.875,328.875,23.327827,0
142.925,180.0,77.3,424.7,17.158379999999998,0
127.206276,260.17856,161.85715,415.4643,21.18128,0
123.36582,267.13333,163.8,466.2,17.06522,0
98.96429,186.71428,81.57143,491.2857,18.06225,0
104.7,275.1,178.0,462.7,41.253,0
137.94041,187.64102,80.30769000000002,471.41025,22.548159,0
132.9948,191.58333,85.083336,537.6667,21.312122,0
111.36648999999998,239.5,125.0,427.91666,13.652432,0
132.33595,205.59375,91.40625,625.4375,25.788029,0
124.52526,218.03334,94.166664,652.51666,23.042858,0
136.2341,209.72728,92.09091,627.13635,18.576456,0
137.27527,248.55556,140.0,366.83334,19.434362,0
135.79445,231.48051,128.77922,367.66232,22.967495,0
143.22699,254.64516,150.19353999999996,437.25806,17.01869,0
115.900154,248.56097000000003,131.2683,519.1951,24.763487,0
117.10582,244.08333,131.83333000000002,394.66666,18.940697,0
122.237976,236.07843,120.17647,403.11765,15.614173,0
104.34375,251.25,136.0,423.25,24.489794,0
111.309525,225.66667,92.04762,623.8095,19.870785,0
136.7662,224.89189,97.75676,513.08105,25.193945000000006,0
142.82979,246.33333,129.33333000000002,487.33334,18.60373,0
133.1719,237.9,119.566666,505.03333,19.853043,0
135.9161,251.78947,143.57895,515.1579,13.465664000000002,0
103.925,250.5,152.0,472.0,18.179384,0
110.642105,209.33333,96.0,571.7778,22.115368,0
135.12605,209.33333,94.53333,536.4667,38.743603,0
119.24479,240.25,143.91666999999995,424.0,16.44245,0
135.84381000000002,214.24138,102.10345,638.10345,24.82639,0
138.48215,208.41304,88.45652,460.82608,17.490965,0
99.1875,250.5,135.0,527.0,17.752151,0
122.04125,237.39473,140.89473,415.57895,19.679707,0
149.59659,242.09091,147.63637,438.18182,12.757108,0
137.23438000000002,226.5625,121.875,449.5,18.072662,0
124.75,232.60715,119.14286,489.42856,16.829729999999998,0
130.03473,245.83333,125.88888500000002,565.8889,14.900364,0
124.37613,196.73627,85.32967,531.65936,21.992138,0
112.673836,206.34247,88.76711999999998,567.38354,27.817072,0
119.34503,255.31395,122.38372,796.27905,19.314808,0
104.02786,265.53488,121.23256,829.1628,14.900209,0
135.57657,243.925,109.925,601.675,37.47369000000001,0
126.996,259.85107,123.44681,809.1702,12.075363,0
129.843,228.07692000000003,107.38461,551.3461,38.52773300000001,0
136.6003,203.0241,87.59036,494.1446,21.556772,0
113.203125,251.40625,114.21875,677.5,31.666166,0
131.55539,185.8372,77.95349,341.25583,22.77009,0
112.70063,214.025,91.45,603.05,29.392176,0
137.69838,265.22223,116.07407,814.14813,23.392517,0
136.51987,216.63158,101.42105,474.89474,24.044626,0
136.57721,268.35294,118.47059,821.35297,26.231468,0
119.9879,196.96774,85.451614,485.2903,30.43712,0
135.03943999999998,241.62962,115.44444,829.4815,14.834894,0
114.84924,240.24,115.68,888.12,20.584421,0
137.8419,190.0,92.75,309.75,13.604773000000002,0
136.37784,209.5,96.77273,461.9091,25.130568,0
131.16478,228.90909,103.63637,546.0,26.20706,0
110.48828,230.0625,103.875,543.8125,26.564707,0
128.58723,245.4375,112.47916399999998,634.1042,21.8882,0
137.30527,220.66667,110.0,494.33334,28.388672,0
135.40984,194.54839,87.6129,332.5484,21.1577,0
110.65766,190.28572,78.5,417.07144,28.794485,0
139.21851999999998,256.05884,119.70588,781.0,33.274364,0
103.149605,240.6875,117.875,561.8125,20.71901,0
133.45108000000002,247.43478,120.17391,572.34784,20.497406,0
127.09643,239.57143,109.4,718.7714,20.810005,0
96.11347,233.44444,103.0,684.5555400000002,9.867017,0
107.170456,246.0,114.545456,727.4545,15.970531,0
141.1875,226.33333,107.0,568.0,28.871363,0
126.88393,262.85715,113.85714,762.8571,46.192146,0
113.289474,247.33333,110.29166399999998,707.4167,31.555397,0
142.90158,233.95312,104.265625,582.3906,19.922207,0
117.11458600000002,235.5,109.0,663.75,19.035603,0
129.77605,224.75,101.166664,462.0,36.31307,0
139.53645,212.25,92.833336,392.0,29.30965,0
141.55971,211.82353,93.35294,555.0,22.335752,0
125.04166399999998,216.16667,94.583336,550.75,25.322605,0
113.64583600000002,213.0,99.0,414.0,36.03432,0
113.1388,196.6,84.1,383.55,19.721245,0
117.796875,211.25,98.625,501.875,30.438206,0
144.72058,212.05882000000003,90.23529,585.2941,20.77062,0
183.28125,233.0,108.0,616.0,9.5,0
153.8125,239.25,116.25,538.5,12.65652,0
111.83929,203.14285,91.14286,575.7143,15.67609,0
114.21384,228.53334,105.46667,756.93335,25.899914000000006,0
116.08333600000002,219.44444,99.333336,440.66666,53.19519,0
130.004,186.2766,84.14893000000002,293.3617,25.548382,0
129.7385,242.21875,111.40625,604.71875,25.646095000000006,0
122.27615,237.6,115.53333,528.6,36.22976,0
145.04196000000005,212.5,97.888885,405.3889,17.464691000000002,0
124.66131,221.56198,101.72727,517.3471,27.331987,0
131.72916999999998,219.61905,95.95238,686.9048,35.15763,0
133.20453999999998,229.63637000000003,107.63637,690.7273,30.591145,0
144.12386,227.5,101.0,633.2143,26.911514,0
135.04774,237.68,105.48,693.96,32.506344,0
114.113464,258.89157,127.686745,640.7349,24.57305,0
141.19531,229.0,109.5,708.5,15.524175,0
129.47916999999998,226.55556,99.666664,571.6667,31.159487,0
138.46379,206.66667,87.48889,394.3111,23.182943,0
139.02835,203.47887,86.80282,479.23944000000006,23.420744,0
141.29712,196.3125,92.020836,556.3542,17.118143,0
84.0625,168.0,75.75,282.75,8.75714,0
146.95625,255.0,126.0,648.5,19.68756,0
121.29166399999998,221.33333,96.333336,520.3333,31.928305,0
143.53802,191.63637,87.15151,415.72726,25.085455,0
117.88295,249.47298,123.567566,595.3378,25.618275,0
121.92935,208.73914,93.26087,706.34784,18.719297,0
116.27442,227.22223,97.703705,595.6667,22.365341,0
104.0,240.0,107.0,713.0,12.723071,0
110.171875,203.0,84.0,364.0,44.815594,0
112.609474,227.46939,97.34694,616.89795,24.711378,0
139.8319,207.6207,94.24138,465.9655,23.98181,0
128.71579,229.0,113.5,794.0,23.057898,0
128.21988000000002,202.61905,87.71429,424.66666,16.988325,0
123.028305,229.4,112.4,559.05,28.970459,0
116.25068,230.76811,110.57971,783.43475,18.856771,0
145.32353,228.66667,101.73333,645.06665,15.560063,0
124.01786,205.85715,91.28571,460.35715,21.349855,0
122.712814,219.78082,97.054794,551.1369599999998,32.88007,0
112.223015,255.3871,122.09677,681.7258,16.731997,0
153.45453999999995,259.85715,133.57143,657.0,22.225193,0
160.44791999999995,260.0,136.0,607.0,14.715827,0
138.46725,211.5238,91.7619,539.6667,31.218853000000006,0
101.729164,209.83333,96.333336,537.8333,18.576233,0
90.61363,227.54546,101.818184,525.7273,17.316689999999998,0
117.686165,205.44643,89.80357,640.1964,27.031061,0
134.04166999999998,230.66667,112.0,760.6667,27.90858,0
120.96875,206.25,94.8,533.4,32.65804,0
146.3884,210.78572000000003,99.21429,572.7857,27.276363,0
137.2,214.6,98.85714,513.74286,22.260720000000006,0
133.87758,217.26923,101.5,733.6539,21.400381,0
162.5,207.0,93.0,690.0,17.701977,0
127.0,226.18182,101.90909,599.0,25.90925,0
126.37577,264.04877,124.02439,714.2439,12.21642,0
144.21022,254.63637000000003,126.09091,622.63635,23.752512,0
118.47047,228.93549,102.29032,657.0323,29.561132,0
140.22368,224.3158,105.63158,559.6842,21.315205,0
93.21839,218.63637000000003,101.818184,739.2727,6.863486,0
132.19318,217.90909,101.09091,653.63635,44.635902,0
118.26786,229.66667,105.14286,690.7143,20.773914,0
117.94536,226.95653,106.13043,611.95654,11.331906,0
137.6,259.75,128.125,692.5,20.303942000000006,0
128.02037,256.67648,121.803925,676.41174,21.061552,0
144.56667,256.0,120.94118,634.8823,31.963322,0
112.535774,250.61111,114.80556,617.3055400000002,23.72923,0
137.14854,224.0,102.583336,448.41666,35.727264,0
123.02273,215.81818,97.72727,418.0,33.88422,0
137.91362,201.83333,90.333336,462.16666,23.075022,0
144.28308,222.82353,102.05882,601.82355,25.148418,0
109.11638,215.3793,101.793106,559.31036,27.658525,0
147.45946,230.71428,108.42857,504.42856,6.966392,0
104.38656,222.06667,100.666664,687.5333,19.881872,0
148.64084,233.22223,106.11111499999998,733.7778,22.710741,0
110.06927,264.10345,123.44827,719.4483,15.937377,0
126.313,201.71428,90.47143,596.5714,26.085733,0
107.47906,239.5,104.583336,761.8333,14.888416,0
124.4125,218.6,103.4,617.1,14.754321,0
129.22939,201.88571,92.14286,428.6,34.917698,0
153.375,208.5,96.75,499.25,19.868317,0
137.72672,212.93549,95.354836,612.0968,27.75866,0
152.07639,219.0,99.111115,653.7778,21.110525,0
127.89286,222.85715,104.42857,712.1429,15.106425,0
116.04371,212.77777000000003,95.75,515.6667,19.157787,0
131.33104,232.67188,107.953125,629.8125,18.514114000000006,0
154.90506000000005,263.5,125.1,701.1,14.466859,0
140.5863,192.80952,81.666664,343.33334,20.728676,0
120.63942,206.15384,93.23077,510.0,18.97117,0
163.8375,229.8,104.6,625.2,17.41264,0
130.97916999999998,221.0,100.0,601.0,19.815819,0
143.36874,221.5,95.8,608.9,29.313990000000004,0
137.60179,212.46428,97.39286,515.5,30.311142,0
116.66933,265.46033,122.88888500000002,773.873,16.89165,0
162.675,220.6,99.6,566.6,9.792344,0
132.86745,201.5,84.85185,565.8333,23.267101,0
151.53159,200.08333,89.166664,612.75,32.105186,0
124.781815,223.78847,95.01923,657.6539,20.952778,0
133.89583000000002,232.0,98.0,678.0,19.014614,0
134.05556,208.55556,91.44444,492.8889,22.103014,0
131.4975,270.24,125.72,757.28,20.520975,0
132.63922,222.78125,94.59375,671.96875,30.10165,0
117.780525,223.36842,99.02631,614.8158,33.347992,0
125.896416,209.75,90.25,477.25,33.806202,0
152.375,197.0,83.6,375.0,15.615377,0
126.75974,221.03448,104.965515,491.1724200000001,17.7917,0
116.39677,229.25714,105.4,518.6571700000002,21.955502,0
121.413155,266.25,122.16666399999998,732.8542,14.129793,0
125.29718,253.31035,116.62069,692.10345,17.149134,0
158.03125,238.75,109.5,637.5,26.042032,0
106.04808,229.07692000000003,103.92308,634.8461,31.555717,0
97.854164,224.33333,93.0,658.5833,14.570709,0
97.541664,225.44444,97.55556,687.1111,13.089436,0
114.84399,213.89796,96.34694,553.2449,28.905987,0
118.9375,211.4,96.0,515.6,23.342022,0
136.45833000000002,214.0,104.0,436.0,11.671428,0
157.89583000000005,233.0,104.666664,519.6667,23.25224,0
138.93568,212.58974,94.38461,595.28204,24.610283,0
142.24219,222.75,99.125,609.875,27.625849,0
113.34524,216.90475,96.2381,539.0,24.60767,0
137.71692,210.82353,91.882355,397.7647,25.093872,0
134.48456000000002,200.7037,85.59259,291.2963,15.518209,0
132.27794,204.71428,88.666664,344.9524,18.466124,0
126.4686,205.92308,90.0,358.6154,26.847586,0
165.90625,270.0,123.5,779.0,17.378147,0
113.82857,269.45456,123.09091,782.4545,11.948668,0
139.32477,213.74074,96.74074,565.9259,20.423903,0
147.58333000000005,224.33333,101.333336,627.6667,28.674849,0
117.6875,238.58333,115.04166399999998,616.1667,21.658333,0
114.16051000000002,221.47728,96.931816,735.3409,18.523438,0
123.39375,210.05,90.3,419.7,31.75988,0
167.0,267.0,123.0,733.0,10.307764,0
115.91067,211.87234,95.3617,605.0851,21.614363,0
144.59013000000004,201.78378,93.54054,502.7027,26.431465000000006,0
108.15,190.4,93.2,477.6,21.09597,0
132.15833999999998,217.46666,93.86667,584.8666400000002,17.940147,0
139.6125,211.4,91.3,527.5,26.67677,0
107.931816,269.36365,122.72727,752.0,20.691755,0
122.82032,248.30107,120.15053600000002,688.1398,22.913345,0
115.45573,214.91667,99.0,599.875,23.341665,0
136.32065,216.82608,102.86957,474.21738,32.91853,0
154.4375,254.0,119.0,737.0,30.962679,0
121.36923,197.71428,85.20408,455.89795,30.740372,0
144.89583000000005,255.08333,120.58333600000002,639.8333,21.468323,0
135.76381999999998,225.47368,100.210526,726.8421,26.492407,0
123.175,225.0,99.0,733.6,22.986954,0
131.10275,206.16,90.08,497.12,35.326275,0
117.05625,201.3,88.8,492.0,15.665567,0
141.55362,198.40909,89.545456,444.0,29.20818,0
147.76582,211.8,99.1,439.6,21.434786,0
107.55208600000002,237.0,111.0,632.5,19.955505,0
153.56944,196.0,83.0,421.0,13.491653,0
131.02088999999998,231.2619,108.14286,606.7619,26.084864000000003,0
133.78736999999998,212.56667,96.36667,632.1667,34.412674,0
140.81788999999995,204.89473,93.10526,560.0526,16.60374,0
143.10547,213.8125,96.3125,496.8125,23.218729,0
135.94145,221.25926,102.18519,619.4815,23.307981,0
132.94958,201.4,89.6,455.33334,26.9851,0
110.207825,215.61539,99.23077,562.7308,24.653006,0
115.98355,206.47368,90.57895,539.2632,22.657757,0
119.773705,219.45714,95.42857,512.4429,27.003935,0
138.8388,210.95523,94.343285,459.61194000000006,28.087244,0
121.39492,214.76404,97.65169,487.34833,23.331535,0
119.37747,220.40625,101.9375,545.125,19.118847,0
117.44004,252.62608,125.76522,645.1304299999998,22.586863,0
111.11258,230.8421,101.63158,744.9474,19.240353,0
102.924416,226.36363,99.90909,622.8182,14.092962,0
105.05556,203.55556,89.111115,413.8889,49.116642,0
127.00781,206.0,89.25,444.75,19.406425,0
95.8125,230.625,97.75,564.5,15.825217000000002,0
140.8006,210.66667,89.61905,398.9524,28.27521,0
114.70306399999998,228.90909,102.78788,579.4848599999998,19.233713,0
140.89732,215.07143,98.28571,530.4286,27.087233,0
137.86745,210.33333,91.92593,474.7037,24.203753,0
131.71018999999998,229.05714,101.85714,630.8,19.527563,0
107.413795,219.81818,100.09091,732.63635,10.28519,0
132.31944,226.72223,101.55556,564.8333,27.81381,0
139.84126,228.5,105.0,594.75,23.347578,0
142.49219,229.1875,98.625,571.625,19.624205,0
163.9875,213.6,100.2,480.4,11.016351,0
123.67222,235.17647,102.82353,626.64703,18.909637,0
116.3924,227.9,99.85,583.9,7.552980000000002,0
126.9561,240.26213,113.49515,644.3204,21.356174,0
136.35558999999998,215.0,96.3421,543.3684,23.02848,0
143.19408,226.63158,99.52631,562.6842,20.435698,0
114.873085,231.04445,104.26667,653.91113,22.266888,0
115.50593,232.5,99.5625,584.4375,22.049570000000006,0
96.1375,210.8,95.0,493.2,34.066994,0
159.51703999999995,223.63637000000003,98.90909,556.4545,23.853548,0
155.02777,226.44444,102.55556,562.0,17.75137,0
165.6875,237.0,115.0,674.0,11.648498,0
122.90865,220.61539,96.23077,596.6923,23.367908,0
137.57803,221.81818,104.09091,711.4545,18.401402,0
123.740486,221.72528,99.31868,565.5165,26.086653,0
126.74281,220.15909,100.63637,528.88635,17.735357,0
127.60628,212.0,95.69231,590.5769,34.243385,0
111.996506,215.5,96.05556,567.6111,30.307936,0
144.6483,221.46666,98.2,552.8666400000002,13.637529999999998,0
100.87981,228.23077,102.38461,595.8461,17.022436,0
113.84813,249.0,116.18519,672.96295,25.477228,0
125.88856,216.33333,101.57143,551.4762,23.093815,0
87.3125,227.0,99.0,576.0,10.222524,0
111.74623,233.72,106.04,669.76,22.329746,0
105.73303,234.14285,102.71429,659.1429,16.598654,0
113.11712,233.71428,106.14286,571.7143,21.022825,0
136.175,236.4,99.0,561.0,38.53518,0
119.603264,221.86208,96.62069,620.2931,25.927761,0
139.1954,211.54546,99.545456,516.9091,31.413006,0
139.32526,210.48387,94.064514,496.09677,23.33683,0
130.875,224.0,97.0,454.0,42.984737,0
144.8375,217.66667,98.26667,546.4667,23.924883,0
145.2375,226.0,101.0,593.0,31.745235,0
137.80469,219.0,101.75,522.25,14.670868,0
145.21602,205.11539,92.69231,385.92307,18.612085,0
144.91666999999995,214.83333,98.166664,494.83334,23.287455,0
116.5125,212.8,99.6,413.0,19.414621,0
127.97176,213.44118,93.382355,449.2353,25.425364,0
101.4625,220.8,97.6,530.0,31.537914,0
110.45723999999998,231.0,100.0,517.8421,14.784322,0
133.93607,210.22449,89.38776,428.59183,32.621284,0
137.73958000000002,228.66667,101.0,706.0,23.62026,0
129.48996,207.5,86.5,294.25,11.151653,0
136.2183,199.11111,88.44444,483.22223,37.046516,0
118.125,205.44444,91.111115,528.2222,43.833015,0
129.87134,219.18182,97.09091,594.8182,9.412494,0
123.24519,208.92308,94.07692,432.3846,25.457472,0
130.80927,207.26086,92.652176,383.17392,26.830631,0
120.69507,212.28572000000003,96.0,438.42856,24.883095,0
127.87541,240.52632000000003,114.3421,617.1579,25.49814,0
117.87408,205.82353,88.23529,478.82352,23.938936,0
115.55,213.125,93.791664,561.125,42.949825,0
137.29198,229.02325,106.69768,568.6512,17.512817000000002,0
111.109375,226.0,100.0,717.0,9.287088,0
130.91345,195.59259,86.96296,422.0,18.439089000000006,0
174.95833000000005,216.0,98.0,541.0,7.586538000000001,0
162.22322,209.0,89.85714,622.4286,15.699994,0
114.39257,240.82051,119.38461,688.6667,11.313592,0
129.45,221.08824,100.14706,403.4117700000001,22.207987,0
136.90878,188.86842,79.6579,279.94736,16.888771,0
132.92969,195.0,84.0,290.5,7.696387,0
133.68206999999998,229.82353,103.47059,730.2941,22.92473,0
113.73637,202.0,91.14286,414.42856,5.890151,0
118.23529,219.41176,104.05882,574.2941,12.970555,0
133.31496,208.875,93.9375,650.6875,19.38659,0
113.13281,232.08333,106.16666399999998,782.9583,30.467167,0
114.5887,198.95,91.1,495.75,23.41682,0
108.54808,211.15384,96.38461,659.46155,21.766647,0
131.26935,239.88524,116.90164,685.1393400000002,20.813696,0
113.93646,207.6087,91.82609,363.3913,17.618944,0
130.37152,203.0,84.888885,402.83334,32.19467,0
123.14973,251.82796,114.451614,855.7527,16.060097,0
116.55048,251.61539,112.92308,883.53845,14.976313,0
131.128,236.0,108.0,740.5,27.693636,0
137.05957,211.13333,98.4,525.8,20.503008,0
87.91071,233.42857,108.42857,681.0,11.510421,0
141.51373,193.0,81.0,300.0,10.628492,0
134.83015,205.27272,94.06061,563.0909,14.725276999999998,0
97.84821,248.0,123.0,668.0,12.676509,0
109.17613,248.18182,125.545456,708.5455,16.789904,0
138.17813,191.41176,83.92156999999997,348.17648,13.638125,0
91.075,199.0,93.0,465.0,20.441135,0
116.22203,226.0,105.25676,763.7973,19.838593,0
137.28986,195.88461,87.80769000000002,409.92307,18.187061,0
113.58036,201.38095,88.09524,427.57144000000005,14.771272,0
140.54375,225.95,101.9,724.3,19.57875,0
135.12913999999998,258.6316,125.68421,770.2105,13.808745000000002,0
115.78869,256.85715,125.2381,785.4286,9.762021,0
142.95395,237.89473,107.10526000000002,811.3158,22.062616,0
105.421875,250.5,122.25,706.0,13.864861,0
118.862854,206.59091,93.90909,538.0909,21.681961,0
143.09268,201.1923,88.57692,514.8077,29.875406,0
136.53125,214.125,94.875,625.5,14.87395,0
132.88194,253.94444,119.33333600000002,807.5,23.23365,0
112.80208600000002,213.58333,95.333336,586.5,24.695929,0
143.68867,205.95,91.5,542.85,11.302655,0
109.98301,239.96153,106.34615,834.9231,9.364733,0
126.65295,262.08694,119.26087,819.7174,12.406493,0
132.29234,261.73914,123.565216,785.6087,24.037306,0
114.591965,268.19446,121.36111499999998,886.2037,14.22168,0
147.1125,268.6,126.0,872.8,15.84929,0
120.59766,205.4375,91.25,565.8125,15.872539000000002,0
118.24009,215.24138,95.68965,646.8620599999998,16.116772,0
132.71223,216.25714,98.542854,717.1429,20.922403,0
132.6126,242.57576,111.93939,826.2727,12.21464,0
166.54688000000004,218.0,107.0,732.0,10.963006,0
106.39071,259.13043,119.78261,842.5217,17.284018,0
121.14286,192.88235,81.73529,363.55884,19.111311,0
132.38182,210.0,87.85714,489.57144000000005,25.037115,0
125.61021,214.33333,95.40741,574.8889,20.391909,0
146.51785,213.85715,92.0,534.8571,32.40811,0
144.11842,226.94737,100.47369,647.5789,19.215069,0
112.16981,199.5,89.25,539.45,16.282736,0
109.22916399999998,216.77777000000003,91.0,554.3333,29.716354,0
